81664|N|19015.86
83828|N|23585.84
84066|N|3047.57
84949|N|4990.62
85585|N|54104.3
85599|N|10043.44
85665|N|2498.42
87259|N|7418.43
87415|N|1664.6
91849|N|23678.04
91883|N|29172.97
92017|N|11025.21
92291|N|1815.7
92387|N|15593.51
92472|N|21654.16
93094|N|15998.67
93636|N|9745.02
94131|N|8381.75
95139|N|10402.64
95554|N|29904.96
95778|N|2443.43
95817|N|654.8
95947|N|3475.98
95997|N|121698.12
96375|N|16595.96
96490|N|5338.53
97700|N|13563.14
98216|N|12270.35
98376|N|8010.91
98474|N|15000.01
98755|N|1185.16
98776|N|1593.59
98995|N|22427.37
99075|N|8434.11
99123|N|23540.13
99246|N|2993.39
99559|N|51430.92
99642|N|5000.0
100525|N|5435.79
100840|N|4828.38
100861|N|2228.63
100924|N|20635.06
100937|N|23260.73
101026|N|14493.64
101055|N|6394.23
101169|N|8436.6
101238|N|12951.87
101321|N|16537.81
101435|N|20424.38
101528|N|31937.3
101555|N|3233.28
101570|N|11533.58
102430|N|5000.0
102583|N|17231.37
102659|N|203.48
103035|N|4682.05
103229|N|31683.45
103242|N|263.67
103947|N|32120.23
104038|N|6347.15
104105|N|18000.97
104536|N|18321.87
104546|N|9554.64
104792|N|17659.96
107010|N|9860.94
107130|N|4114.98
107770|N|6334.94
108015|N|9415.1
108337|N|1554.18
109159|N|5005.06
109281|N|12171.87
109445|N|15777.31
109507|N|2984.31
109522|N|5948.32
109782|N|13619.19
109945|N|8909.31
110124|N|5230.16
110313|N|16832.8
110547|N|28215.17
110633|N|6934.81
110772|N|12095.97
110789|N|34991.32
110885|N|3435.6
111017|N|1236.28
111312|N|7403.4
111336|N|7497.92
111411|N|24762.9
111533|N|17091.76
111977|N|59650.93
112079|N|20192.84
112278|N|6309.14
112298|N|1836.51
112326|N|4623.21
112643|N|19382.55
112751|N|14010.69
112806|N|12228.07
112824|N|10114.44
113128|N|1906.16
113169|N|5499.49
113328|N|17195.29
113391|N|41084.2
113455|N|13817.43
113629|N|35838.61
113670|N|4745.11
113772|N|10114.45
113853|N|2091.93
113860|N|7815.69
113870|N|17212.67
113963|N|20329.63
114029|N|59227.26
114049|N|13532.09
114211|N|3421.1
114381|N|13518.33
114472|N|16341.34
114699|N|9251.16
114940|N|27284.01
115299|N|4460.88
115733|N|27672.11
116201|N|52625.56
116366|N|6980.59
116440|N|8450.09
116587|N|14740.64
116894|N|17418.06
116959|N|3817.32
117173|N|16214.56
117482|N|3159.19
117635|N|46397.2
117839|N|3377.84
118223|N|97454.28
118265|N|27515.53
118345|N|422.86
118465|N|4254.9
118588|N|19570.01
118905|N|22839.89
118942|N|12121.63
119264|N|35210.18
119402|N|12564.29
119419|N|21972.57
119449|N|12429.54
119672|N|10365.81
119786|N|89870.8
119794|N|36595.68
119859|N|9735.43
120198|N|22754.01
120227|N|14467.47
120270|N|5978.68
120283|N|3399.23
120905|N|43017.46
121107|N|5683.02
121387|N|27841.58
121489|N|23127.16
121580|N|6920.31
121609|N|5470.5
121842|N|28436.9
121914|N|63830.28
122069|N|2119.86
122134|N|11446.64
122268|N|19305.51
122415|N|22046.84
122420|N|3728.06
122448|N|6937.43
122626|N|7773.73
122685|N|13331.09
122797|N|4137.35
122853|N|7301.74
122934|N|3876.91
122973|N|20189.05
123057|N|62147.88
123060|N|24836.74
123199|N|41331.79
123208|N|15428.58
123267|N|17539.44
123409|N|6053.01
123523|N|33013.36
123550|N|11215.38
123695|N|11907.54
124171|N|20646.08
124199|N|19934.76
124210|N|20986.42
124246|N|14269.82
124321|N|14494.77
124558|N|12372.88
124638|N|12201.25
124740|N|24693.43
124847|N|47922.45
124881|N|6986.27
124896|N|10411.51
124927|N|25968.56
125034|N|4916.09
125284|N|55368.82
125402|N|23664.03
125481|N|19213.69
125489|N|7169.17
125500|N|16499.19
125571|N|6053.01
125716|N|12146.15
125727|N|15027.2
125908|N|15880.06
126057|N|39596.1
126061|N|2001.55
126164|N|226851.23
126433|N|9537.91
126473|N|24004.54
126510|N|26168.54
126760|N|14756.68
126844|N|5519.12
126894|N|26525.47
126953|N|8267.49
127056|N|30249.12
127126|N|8113.86
127183|N|25570.77
127241|N|22029.74
127327|N|24289.42
127339|N|49924.03
127430|N|31772.04
127496|N|61146.01
127782|N|27363.25
128018|N|12172.17
128059|N|25187.01
128084|N|272.38
128106|N|28056.55
128400|N|16597.73
128506|N|79803.39
128583|N|10748.03
128664|N|3421.64
128820|N|11299.33
128841|N|1901.92
128907|N|13255.03
129109|N|21182.21
129160|N|19812.12
129276|N|12554.4
129396|N|1743.24
129443|N|5896.67
129539|N|33839.9
129593|N|7158.07
129676|N|3925.75
129777|N|34069.06
129897|N|31377.76
129991|N|3633.11
130664|N|6178.97
130771|N|13829.11
131164|N|18473.75
131230|N|1900.22
131270|N|540.97
131422|N|9805.22
131579|N|58943.34
131818|N|8020.41
131860|N|61758.84
132087|N|13072.74
132168|N|7617.05
132476|N|313.08
132513|N|7705.14
132547|N|23807.6
132612|N|28735.73
132651|N|6371.42
132849|N|36993.86
133007|N|20197.04
133112|N|5052.0
133171|N|17983.68
133285|N|20404.7
133337|N|197252.67
133425|N|15103.34
133470|N|1662.05
133489|N|508.76
133512|N|35730.2
133605|N|257235.27
133644|N|23310.83
133671|N|54995.22
133923|N|36347.09
134022|N|3508.76
134064|N|9336.7
134104|N|268152.34
134330|N|54863.21
134342|N|1904.74
134422|N|1650.38
134651|N|292878.1
134704|N|46899.02
134711|N|31830.26
135286|N|9729.95
135388|N|5177.6
135948|N|2785.7
135982|N|13495.95
136113|N|65799.72
136201|N|233192.0
136279|N|13493.55
136578|N|6256.01
136607|N|12550.09
136658|N|17134.94
136836|N|13290.72
136863|N|37578.72
136880|N|35127.08
137146|N|48929.5
137619|N|18303.23
137778|N|8499.66
137792|N|117559.41
137862|N|7229.94
138021|N|110207.49
138030|N|12732.52
138068|N|65402.27
138296|N|29727.85
138310|N|160.98
138520|N|8720.29
138543|N|5918.58
138567|N|45491.17
138745|N|30393.13
139352|N|24294.31
139409|N|8678.0
139418|N|25568.11
139431|N|10134.4
139540|N|21410.89
139820|N|5493.22
139856|N|24810.78
140168|N|38003.78
140644|N|1148.12
140985|N|16455.12
141090|N|18193.09
141140|N|57011.2
141234|N|56975.86
141309|N|62974.91
141522|N|8880.0
141639|N|19283.93
141790|N|15416.89
