label,approval_score,applicant_id,sucursal,flag_sucursal_riesgo,grupo_riesgo_final,tasa_perdida,inf_obs
1,0.7092368549,160653,GRUPO_1,NO,1,3.44,N/A
1,0.7063213283,160878,GRUPO_1,NO,1,3.44,N/A
2,0.6978915955,160879,GRUPO_1,NO,2,6.32,N/A
3,0.6047763012,160876,GRUPO_1,NO,3,8.34,N/A
2,0.6276175956,160882,GRUPO_1,NO,2,6.32,N/A
0,0.8308881064,160909,GRUPO_1,NO,0,1.2,N/A
5,0.4726477891,160563,GRUPO_4,SI,5,14.2,N/A
3,0.5100104262,160899,GRUPO_1,NO,3,8.34,N/A
0,0.7836349995,160953,GRUPO_1,NO,0,1.2,N/A
2,0.7282582564,160917,GRUPO_4,SI,2,6.32,N/A
1,0.7700874547,160881,GRUPO_2,SI,1,3.44,N/A
3,0.5997401915,160526,GRUPO_1,NO,3,8.34,N/A
3,0.6184161198,160683,GRUPO_1,NO,3,8.34,N/A
3,0.6494236059,160751,GRUPO_4,SI,3,8.34,N/A
3,0.6583963162,160752,GRUPO_4,SI,3,8.34,N/A
3,0.6548998037,160758,GRUPO_4,SI,3,8.34,N/A
3,0.620748916,160775,GRUPO_4,SI,3,8.34,N/A
3,0.669827166,160868,GRUPO_2,SI,3,8.34,N/A
3,0.6678626789,160883,GRUPO_2,SI,3,8.34,N/A
2,0.6824597336,160452,GRUPO_1,NO,2,6.32,N/A
1,0.7170601099,160453,GRUPO_1,NO,1,3.44,N/A
5,0.4303860121,160774,GRUPO_4,SI,5,14.2,N/A
2,0.6899288621,160527,GRUPO_1,NO,2,6.32,N/A
5,0.4604033976,160753,GRUPO_4,SI,5,14.2,N/A
4,0.577882326,160793,GRUPO_4,SI,4,13.97,N/A
2,0.7023405626,160409,GRUPO_4,SI,2,6.32,N/A
5,0.4604033976,160417,GRUPO_4,SI,5,14.2,N/A
3,0.6706321569,160747,GRUPO_2,SI,3,8.34,N/A
5,0.4361923429,160997,GRUPO_2,SI,5,14.2,N/A
3,0.6424776703,161000,GRUPO_2,SI,3,8.34,N/A
1,0.76084551,158902,GRUPO_4,SI,1,3.44,N/A
2,0.7295189178,158798,GRUPO_4,SI,2,6.32,N/A
1,0.7762925662,160465,GRUPO_4,SI,1,3.44,N/A
2,0.72262004,160469,GRUPO_4,SI,2,6.32,N/A
5,0.4423647884,156718,GRUPO_2,SI,5,14.2,N/A
2,0.7043269772,158796,GRUPO_4,SI,2,6.32,N/A
4,0.5575308063,158800,GRUPO_4,SI,4,13.97,N/A
3,0.6732478963,159837,GRUPO_2,SI,3,8.34,N/A
1,0.8943200649,160227,GRUPO_2,SI,1,3.44,N/A
3,0.5838350805,161115,GRUPO_1,NO,3,8.34,N/A
2,0.6610965651,161225,GRUPO_1,NO,2,6.32,N/A
4,0.5298574333,161239,GRUPO_2,SI,4,13.97,N/A
3,0.669827166,160794,GRUPO_2,SI,3,8.34,N/A
2,0.7028470342,161083,GRUPO_4,SI,2,6.32,N/A
0,0.8947485283,161049,GRUPO_1,NO,0,1.2,N/A
0,0.8476020442,161060,GRUPO_1,NO,0,1.2,N/A
2,0.6910459686,161080,GRUPO_1,NO,2,6.32,N/A
0,0.853708475,161050,GRUPO_1,NO,0,1.2,N/A
0,0.853708475,161051,GRUPO_1,NO,0,1.2,N/A
0,0.91653439,160581,GRUPO_1,NO,0,1.2,N/A
0,0.9247400631,160582,GRUPO_1,NO,0,1.2,N/A
0,0.8884889524,160991,GRUPO_1,NO,0,1.2,N/A
3,0.6583604381,160528,GRUPO_2,SI,3,8.34,N/A
0,0.7721389472,161087,GRUPO_1,NO,0,1.2,N/A
1,0.8268355662,160813,GRUPO_2,SI,1,3.44,N/A
1,0.7924682962,161213,GRUPO_2,SI,1,3.44,N/A
2,0.6919027924,161249,GRUPO_1,NO,2,6.32,N/A
1,0.8671129175,160613,GRUPO_2,SI,1,3.44,N/A
1,0.7488091368,159870,GRUPO_1,NO,1,3.44,N/A
1,0.7338947569,159951,GRUPO_1,NO,1,3.44,N/A
1,0.7364633921,160501,GRUPO_1,NO,1,3.44,N/A
0,0.8753983024,161111,GRUPO_5,NO,0,1.2,N/A
0,0.8344933744,161144,GRUPO_1,NO,0,1.2,N/A
0,0.8056390548,161222,GRUPO_1,NO,0,1.2,N/A
1,0.7448683048,161227,GRUPO_1,NO,1,3.44,N/A
1,0.7708017652,161375,GRUPO_2,SI,1,3.44,N/A
1,0.7982193307,161506,GRUPO_4,SI,1,3.44,N/A
3,0.6653663485,161524,GRUPO_2,SI,3,8.34,N/A
1,0.752864543,160616,GRUPO_2,SI,1,3.44,N/A
1,0.8794220534,160806,GRUPO_2,SI,1,3.44,N/A
1,0.8268355662,160827,GRUPO_2,SI,1,3.44,N/A
1,0.8794744624,161028,GRUPO_4,SI,1,3.44,N/A
0,0.8069667018,161047,GRUPO_1,NO,0,1.2,N/A
3,0.6914829196,161487,GRUPO_4,SI,3,8.34,N/A
1,0.8533409756,161522,GRUPO_2,SI,1,3.44,N/A
1,0.8623994052,161538,GRUPO_2,SI,1,3.44,N/A
0,0.945608111,161666,GRUPO_5,NO,0,1.2,N/A
1,0.8340527077,161701,GRUPO_4,SI,1,3.44,N/A
1,0.8037485854,160963,GRUPO_4,SI,1,3.44,N/A
1,0.8276098977,160967,GRUPO_4,SI,1,3.44,N/A
0,0.8615231923,160986,GRUPO_5,NO,0,1.2,N/A
1,0.7532483744,161297,GRUPO_4,SI,1,3.44,N/A
2,0.7373976839,140847,GRUPO_2,SI,2,6.32,N/A
2,0.6521818744,160377,GRUPO_1,NO,2,6.32,N/A
2,0.6521818744,160379,GRUPO_1,NO,2,6.32,N/A
0,0.8363501388,160755,GRUPO_1,NO,0,1.2,N/A
1,0.8574803546,160804,GRUPO_2,SI,1,3.44,N/A
1,0.7966649286,161001,GRUPO_2,SI,1,3.44,N/A
0,0.7665396407,161044,GRUPO_1,NO,0,1.2,N/A
0,0.8589530629,161078,GRUPO_1,NO,0,1.2,N/A
0,0.7971459185,161081,GRUPO_1,NO,0,1.2,N/A
0,0.8279630861,161371,GRUPO_1,NO,0,1.2,N/A
0,0.7647932913,161374,GRUPO_1,NO,0,1.2,N/A
0,0.7840199674,161385,GRUPO_1,NO,0,1.2,N/A
0,0.847915822,161386,GRUPO_1,NO,0,1.2,N/A
0,0.9244453711,161387,GRUPO_1,NO,0,1.2,N/A
4,0.6140765252,161392,GRUPO_4,SI,4,13.97,N/A
0,0.8649746726,161440,GRUPO_1,NO,0,1.2,N/A
0,0.8608718259,161443,GRUPO_1,NO,0,1.2,N/A
4,0.5690842431,161523,GRUPO_2,SI,4,13.97,N/A
2,0.7484482739,161545,GRUPO_2,SI,2,6.32,N/A
4,0.5569090422,161577,GRUPO_2,SI,4,13.97,N/A
2,0.6816823955,161619,GRUPO_1,NO,2,6.32,N/A
4,0.5675191181,161621,GRUPO_2,SI,4,13.97,N/A
6,0.41183098,158833,GRUPO_2,SI,6,23.86,N/A
2,0.71718709,159579,GRUPO_2,SI,2,6.32,N/A
4,0.5096716902,160237,GRUPO_2,SI,4,13.97,N/A
4,0.5010009323,160245,GRUPO_2,SI,4,13.97,N/A
4,0.5822426334,160544,GRUPO_2,SI,4,13.97,N/A
6,0.366653946,160719,GRUPO_2,SI,6,23.86,N/A
6,0.3744223043,161045,GRUPO_4,SI,6,23.86,N/A
0,0.7685678845,161445,GRUPO_5,NO,0,1.2,N/A
1,0.740948002,161462,GRUPO_5,NO,1,3.44,N/A
0,0.7946112246,161467,GRUPO_5,NO,0,1.2,N/A
3,0.5611327005,161484,GRUPO_5,NO,3,8.34,N/A
0,0.7590548446,161519,GRUPO_5,NO,0,1.2,N/A
4,0.5313491671,161540,GRUPO_2,SI,4,13.97,N/A
5,0.47390734,161635,GRUPO_2,SI,5,14.2,N/A
3,0.6325399891,160456,GRUPO_4,SI,3,8.34,N/A
0,0.8808724842,161627,GRUPO_5,NO,0,1.2,N/A
3,0.6302936571,161732,GRUPO_2,SI,3,8.34,N/A
5,0.4766396295,161829,GRUPO_4,SI,5,14.2,N/A
5,0.4516408482,160406,GRUPO_4,SI,5,14.2,N/A
5,0.47390734,161202,GRUPO_2,SI,5,14.2,N/A
4,0.5031405652,161989,GRUPO_4,SI,4,13.97,N/A
4,0.5483333516,161178,GRUPO_2,SI,4,13.97,N/A
4,0.5010009323,161394,GRUPO_2,SI,4,13.97,N/A
4,0.5902467817,161591,GRUPO_2,SI,4,13.97,N/A
3,0.6893920948,161987,GRUPO_2,SI,3,8.34,N/A
2,0.7255160341,162184,GRUPO_2,SI,2,6.32,N/A
5,0.4852988116,160410,GRUPO_4,SI,5,14.2,N/A
5,0.4971238766,161706,GRUPO_2,SI,5,14.2,N/A
5,0.4516408482,161711,GRUPO_4,SI,5,14.2,N/A
6,0.4260359718,161747,GRUPO_2,SI,6,23.86,N/A
6,0.41183098,161787,GRUPO_2,SI,6,23.86,N/A
6,0.3544956012,161799,GRUPO_2,SI,6,23.86,N/A
6,0.4224702301,161810,GRUPO_2,SI,6,23.86,N/A
4,0.5537773041,161866,GRUPO_2,SI,4,13.97,N/A
6,0.3434308259,161871,GRUPO_4,SI,6,23.86,N/A
6,0.3874971282,160413,GRUPO_4,SI,6,23.86,N/A
1,0.7049882888,162096,GRUPO_5,NO,1,3.44,N/A
3,0.6672636844,161301,GRUPO_4,SI,3,8.34,N/A
5,0.3483900587,161796,GRUPO_1,NO,5,14.2,N/A
3,0.5424291984,161797,GRUPO_1,NO,3,8.34,N/A
5,0.3948607963,161920,GRUPO_1,NO,5,14.2,N/A
5,0.4886435259,162010,GRUPO_2,SI,5,14.2,N/A
3,0.69382565,162013,GRUPO_2,SI,3,8.34,N/A
6,0.4138301967,162017,GRUPO_4,SI,6,23.86,N/A
5,0.4387551916,162019,GRUPO_4,SI,5,14.2,N/A
1,0.7717027536,162021,GRUPO_4,SI,1,3.44,N/A
3,0.6941819142,162022,GRUPO_4,SI,3,8.34,N/A
0,0.8429181076,162157,GRUPO_1,NO,0,1.2,N/A
1,0.8485362541,162260,GRUPO_2,SI,1,3.44,N/A
2,0.7457488584,162101,GRUPO_2,SI,2,6.32,N/A
2,0.6521818744,162267,GRUPO_1,NO,2,6.32,N/A
4,0.6119242583,161903,GRUPO_4,SI,4,13.97,N/A
3,0.6993156685,161991,GRUPO_4,SI,3,8.34,N/A
4,0.6175245913,162264,GRUPO_2,SI,4,13.97,N/A
1,0.922345844,162089,GRUPO_2,SI,1,3.44,N/A
1,0.8671129175,162220,GRUPO_2,SI,1,3.44,N/A
1,0.843997246,162317,GRUPO_2,SI,1,3.44,N/A
2,0.6906028096,160969,GRUPO_1,NO,2,6.32,N/A
3,0.5924250532,160972,GRUPO_1,NO,3,8.34,N/A
0,0.8069667018,162105,GRUPO_1,NO,0,1.2,N/A
0,0.7697542105,162112,GRUPO_1,NO,0,1.2,N/A
1,0.7491859832,162217,GRUPO_5,NO,1,3.44,N/A
0,0.7705935581,162222,GRUPO_5,NO,0,1.2,N/A
2,0.6640469325,162310,GRUPO_1,NO,2,6.32,N/A
4,0.5580624439,162455,GRUPO_2,SI,4,13.97,N/A
3,0.6276536403,162481,GRUPO_2,SI,3,8.34,N/A
4,0.5472888551,162600,GRUPO_2,SI,4,13.97,N/A
1,0.8768608789,162708,GRUPO_4,SI,1,3.44,N/A
1,0.8506283393,162723,GRUPO_4,SI,1,3.44,N/A
0,0.8289443861,161899,GRUPO_1,NO,0,1.2,N/A
1,0.8805576337,162591,GRUPO_4,SI,1,3.44,N/A
0,0.832265388,162773,GRUPO_5,NO,0,1.2,N/A
1,0.7561137357,162597,GRUPO_2,SI,1,3.44,N/A
3,0.6398934212,162590,GRUPO_2,SI,3,8.34,N/A
0,0.8168136028,161102,GRUPO_5,NO,0,1.2,N/A
0,0.9191860492,162071,GRUPO_5,NO,0,1.2,N/A
1,0.8089769418,162592,GRUPO_2,SI,1,3.44,N/A
1,0.8079891453,162667,GRUPO_2,SI,1,3.44,N/A
1,0.8506283393,162725,GRUPO_4,SI,1,3.44,N/A
1,0.7521282646,162745,GRUPO_2,SI,1,3.44,N/A
0,0.7627273795,162907,GRUPO_1,NO,0,1.2,N/A
1,0.7917576594,162583,GRUPO_4,SI,1,3.44,N/A
1,0.9085796436,162586,GRUPO_4,SI,1,3.44,N/A
0,0.806636048,162672,GRUPO_1,NO,0,1.2,N/A
1,0.8275393585,162679,GRUPO_2,SI,1,3.44,N/A
0,0.7705556241,162699,GRUPO_1,NO,0,1.2,N/A
1,0.9066902923,162573,GRUPO_2,SI,1,3.44,N/A
1,0.9184522608,162847,GRUPO_2,SI,1,3.44,N/A
1,0.8824349307,162855,GRUPO_2,SI,1,3.44,N/A
1,0.8133132975,162182,GRUPO_2,SI,1,3.44,N/A
3,0.6826007329,162372,GRUPO_2,SI,3,8.34,N/A
2,0.7282558243,162385,GRUPO_2,SI,2,6.32,N/A
3,0.6618399927,162454,GRUPO_2,SI,3,8.34,N/A
2,0.7476890483,162527,GRUPO_2,SI,2,6.32,N/A
1,0.8977011312,162730,GRUPO_2,SI,1,3.44,N/A
4,0.5096716902,162846,GRUPO_2,SI,4,13.97,N/A
6,0.2985985649,162939,GRUPO_2,SI,6,23.86,N/A
2,0.7063699222,162099,GRUPO_2,SI,2,6.32,N/A
4,0.5692599953,162311,GRUPO_2,SI,4,13.97,N/A
6,0.3078051582,162354,GRUPO_2,SI,6,23.86,N/A
6,0.2895150197,162480,GRUPO_2,SI,6,23.86,N/A
6,0.3246237359,162487,GRUPO_2,SI,6,23.86,N/A
3,0.6324250816,162526,GRUPO_2,SI,3,8.34,N/A
6,0.4161545213,162554,GRUPO_4,SI,6,23.86,N/A
4,0.5163454617,162589,GRUPO_4,SI,4,13.97,N/A
4,0.5693812038,162619,GRUPO_4,SI,4,13.97,N/A
4,0.5314722634,162623,GRUPO_4,SI,4,13.97,N/A
2,0.7295033217,162625,GRUPO_4,SI,2,6.32,N/A
5,0.4596547025,162626,GRUPO_4,SI,5,14.2,N/A
3,0.5237978957,162703,GRUPO_1,NO,3,8.34,N/A
4,0.6037409307,162940,GRUPO_2,SI,4,13.97,N/A
6,0.4089597076,162489,GRUPO_2,SI,6,23.86,N/A
6,0.3973840189,162634,GRUPO_4,SI,6,23.86,N/A
1,0.7407260309,162212,GRUPO_1,NO,1,3.44,N/A
0,0.8062690858,162214,GRUPO_1,NO,0,1.2,N/A
2,0.6732110371,162215,GRUPO_1,NO,2,6.32,N/A
4,0.5159061738,162488,GRUPO_2,SI,4,13.97,N/A
3,0.6432924119,160459,GRUPO_4,SI,3,8.34,N/A
5,0.4888262299,161843,GRUPO_4,SI,5,14.2,N/A
5,0.4888262299,162594,GRUPO_4,SI,5,14.2,N/A
3,0.5911368842,163049,GRUPO_1,NO,3,8.34,N/A
3,0.5142013523,162850,GRUPO_5,NO,3,8.34,N/A
4,0.4855148954,162851,GRUPO_5,NO,4,13.97,N/A
5,0.3495211626,162852,GRUPO_5,NO,5,14.2,N/A
5,0.4694094316,160834,GRUPO_2,SI,5,14.2,N/A
1,0.756051798,161089,GRUPO_4,SI,1,3.44,N/A
4,0.5792348357,161091,GRUPO_4,SI,4,13.97,N/A
5,0.4922011576,161567,GRUPO_4,SI,5,14.2,N/A
3,0.6389762663,161590,GRUPO_4,SI,3,8.34,N/A
6,0.4234798061,162638,GRUPO_4,SI,6,23.86,N/A
4,0.4400981401,162646,GRUPO_1,NO,4,13.97,N/A
6,0.2691017904,162772,GRUPO_4,SI,6,23.86,N/A
6,0.2540776074,162774,GRUPO_4,SI,6,23.86,N/A
4,0.6085427255,162797,GRUPO_4,SI,4,13.97,N/A
4,0.5139541493,162863,GRUPO_4,SI,4,13.97,N/A
4,0.5445796342,162886,GRUPO_4,SI,4,13.97,N/A
4,0.4339585331,162624,GRUPO_1,NO,4,13.97,N/A
3,0.5827272937,162642,GRUPO_1,NO,3,8.34,N/A
4,0.4894459375,162647,GRUPO_1,NO,4,13.97,N/A
2,0.6428178284,162189,GRUPO_1,NO,2,6.32,N/A
2,0.6247638368,162208,GRUPO_1,NO,2,6.32,N/A
3,0.5717820434,162508,GRUPO_1,NO,3,8.34,N/A
3,0.5308537144,162513,GRUPO_1,NO,3,8.34,N/A
3,0.5247119525,162519,GRUPO_1,NO,3,8.34,N/A
2,0.6316781727,162534,GRUPO_1,NO,2,6.32,N/A
6,0.3800937473,162614,GRUPO_4,SI,6,23.86,N/A
5,0.460245261,162615,GRUPO_4,SI,5,14.2,N/A
5,0.4852988116,162618,GRUPO_4,SI,5,14.2,N/A
3,0.5911368842,162648,GRUPO_1,NO,3,8.34,N/A
6,0.3671333837,162856,GRUPO_4,SI,6,23.86,N/A
3,0.6697501678,163099,GRUPO_2,SI,3,8.34,N/A
3,0.6940843966,163109,GRUPO_2,SI,3,8.34,N/A
3,0.6940843966,163255,GRUPO_2,SI,3,8.34,N/A
4,0.5696043685,163261,GRUPO_2,SI,4,13.97,N/A
3,0.68818776,163269,GRUPO_2,SI,3,8.34,N/A
3,0.6893920948,162001,GRUPO_2,SI,3,8.34,N/A
2,0.7255160341,162053,GRUPO_2,SI,2,6.32,N/A
2,0.7245029371,162269,GRUPO_2,SI,2,6.32,N/A
5,0.4545600097,162981,GRUPO_2,SI,5,14.2,N/A
4,0.5175542722,163054,GRUPO_2,SI,4,13.97,N/A
4,0.5424705279,162645,GRUPO_4,SI,4,13.97,N/A
6,0.4138301967,161015,GRUPO_4,SI,6,23.86,N/A
5,0.4416793284,161046,GRUPO_4,SI,5,14.2,N/A
0,0.8209178411,163422,GRUPO_5,NO,0,1.2,N/A
4,0.5910576503,163540,GRUPO_2,SI,4,13.97,N/A
5,0.474421969,163452,GRUPO_4,SI,5,14.2,N/A
0,0.7616854574,161911,GRUPO_1,NO,0,1.2,N/A
4,0.5693812038,163454,GRUPO_4,SI,4,13.97,N/A
6,0.2540776074,162601,GRUPO_4,SI,6,23.86,N/A
5,0.4550718024,162609,GRUPO_4,SI,5,14.2,N/A
6,0.4062723379,162859,GRUPO_4,SI,6,23.86,N/A
6,0.3837545987,162923,GRUPO_4,SI,6,23.86,N/A
4,0.5163454617,163038,GRUPO_4,SI,4,13.97,N/A
4,0.4329064794,163883,GRUPO_5,NO,4,13.97,N/A
5,0.4789245543,163468,GRUPO_4,SI,5,14.2,N/A
3,0.5561398013,163486,GRUPO_1,NO,3,8.34,N/A
2,0.6224061526,163489,GRUPO_1,NO,2,6.32,N/A
3,0.637564968,163725,GRUPO_2,SI,3,8.34,N/A
5,0.4855261784,163754,GRUPO_2,SI,5,14.2,N/A
1,0.7738490288,163850,GRUPO_2,SI,1,3.44,N/A
1,0.7187857393,163488,GRUPO_1,NO,1,3.44,N/A
3,0.5121396886,163491,GRUPO_1,NO,3,8.34,N/A
4,0.5043964951,163577,GRUPO_4,SI,4,13.97,N/A
4,0.5821241426,163592,GRUPO_4,SI,4,13.97,N/A
1,0.7891753767,163596,GRUPO_4,SI,1,3.44,N/A
5,0.4657812328,163579,GRUPO_4,SI,5,14.2,N/A
3,0.6726652077,163588,GRUPO_4,SI,3,8.34,N/A
3,0.6384169371,163594,GRUPO_4,SI,3,8.34,N/A
2,0.7219226426,163697,GRUPO_4,SI,2,6.32,N/A
4,0.6065762561,163853,GRUPO_2,SI,4,13.97,N/A
6,0.4260359718,163692,GRUPO_2,SI,6,23.86,N/A
5,0.4661247793,163926,GRUPO_2,SI,5,14.2,N/A
3,0.5769606326,163133,GRUPO_1,NO,3,8.34,N/A
4,0.476598091,163438,GRUPO_1,NO,4,13.97,N/A
2,0.6316781727,163450,GRUPO_1,NO,2,6.32,N/A
3,0.5987408909,163903,GRUPO_1,NO,3,8.34,N/A
4,0.5910576503,163970,GRUPO_2,SI,4,13.97,N/A
5,0.4768666981,163983,GRUPO_2,SI,5,14.2,N/A
2,0.6854316139,162511,GRUPO_1,NO,2,6.32,N/A
3,0.5121396886,163866,GRUPO_1,NO,3,8.34,N/A
2,0.6928622983,163870,GRUPO_1,NO,2,6.32,N/A
2,0.6672267125,163907,GRUPO_1,NO,2,6.32,N/A
4,0.609794339,164118,GRUPO_2,SI,4,13.97,N/A
4,0.528470741,163906,GRUPO_2,SI,4,13.97,N/A
4,0.5782263587,164159,GRUPO_2,SI,4,13.97,N/A
4,0.5323278238,163880,GRUPO_2,SI,4,13.97,N/A
6,0.3910047886,163925,GRUPO_2,SI,6,23.86,N/A
2,0.6397111809,164175,GRUPO_1,NO,2,6.32,N/A
2,0.6928622983,164160,GRUPO_1,NO,2,6.32,N/A
4,0.5675191181,163611,GRUPO_2,SI,4,13.97,N/A
5,0.47390734,163615,GRUPO_2,SI,5,14.2,N/A
2,0.7398528649,163617,GRUPO_2,SI,2,6.32,N/A
1,0.8109344842,163619,GRUPO_2,SI,1,3.44,N/A
4,0.5096716902,163620,GRUPO_2,SI,4,13.97,N/A
3,0.6432924119,163817,GRUPO_4,SI,3,8.34,N/A
1,0.851224342,163827,GRUPO_4,SI,1,3.44,N/A
2,0.6340736599,163868,GRUPO_1,NO,2,6.32,N/A
4,0.6113658095,163816,GRUPO_4,SI,4,13.97,N/A
3,0.6208426316,163822,GRUPO_4,SI,3,8.34,N/A
4,0.5445796342,163967,GRUPO_4,SI,4,13.97,N/A
5,0.496585852,163821,GRUPO_4,SI,5,14.2,N/A
4,0.5905373474,164040,GRUPO_4,SI,4,13.97,N/A
3,0.5406532203,163645,GRUPO_5,NO,3,8.34,N/A
1,0.7482209314,163666,GRUPO_5,NO,1,3.44,N/A
4,0.4520960858,164239,GRUPO_5,NO,4,13.97,N/A
2,0.6866053365,164268,GRUPO_5,NO,2,6.32,N/A
3,0.620198618,163256,GRUPO_4,SI,3,8.34,N/A
4,0.5008511563,163259,GRUPO_4,SI,4,13.97,N/A
3,0.6155103713,164346,GRUPO_5,NO,3,8.34,N/A
1,0.7264621673,163646,GRUPO_5,NO,1,3.44,N/A
5,0.4820081671,163354,GRUPO_2,SI,5,14.2,N/A
6,0.3517849838,163362,GRUPO_2,SI,6,23.86,N/A
4,0.5986092134,163381,GRUPO_2,SI,4,13.97,N/A
3,0.6651793438,162405,GRUPO_2,SI,3,8.34,N/A
5,0.4484189899,162731,GRUPO_2,SI,5,14.2,N/A
3,0.5954921192,164072,GRUPO_1,NO,3,8.34,N/A
5,0.397699688,164197,GRUPO_1,NO,5,14.2,N/A
3,0.5740228171,164414,GRUPO_1,NO,3,8.34,N/A
3,0.6201554638,164507,GRUPO_2,SI,3,8.34,N/A
3,0.621338216,164508,GRUPO_2,SI,3,8.34,N/A
4,0.5782263587,164517,GRUPO_2,SI,4,13.97,N/A
6,0.3724924869,162154,GRUPO_2,SI,6,23.86,N/A
4,0.609794339,163250,GRUPO_2,SI,4,13.97,N/A
4,0.5566308533,163252,GRUPO_2,SI,4,13.97,N/A
2,0.6397111809,164071,GRUPO_1,NO,2,6.32,N/A
3,0.5662897011,164411,GRUPO_1,NO,3,8.34,N/A
3,0.50483224,164679,GRUPO_5,NO,3,8.34,N/A
6,0.4014298829,163609,GRUPO_2,SI,6,23.86,N/A
4,0.6065762561,163604,GRUPO_2,SI,4,13.97,N/A
2,0.7226713021,163632,GRUPO_2,SI,2,6.32,N/A
5,0.4442430712,163923,GRUPO_4,SI,5,14.2,N/A
6,0.366653946,164227,GRUPO_2,SI,6,23.86,N/A
5,0.460779951,164231,GRUPO_2,SI,5,14.2,N/A
2,0.7148049677,164566,GRUPO_2,SI,2,6.32,N/A
6,0.3624726315,164666,GRUPO_2,SI,6,23.86,N/A
4,0.5760122019,164765,GRUPO_2,SI,4,13.97,N/A
5,0.4516408482,163884,GRUPO_4,SI,5,14.2,N/A
5,0.4442430712,163892,GRUPO_4,SI,5,14.2,N/A
5,0.4442430712,163899,GRUPO_4,SI,5,14.2,N/A
6,0.3151431209,164119,GRUPO_2,SI,6,23.86,N/A
5,0.4668224477,164453,GRUPO_2,SI,5,14.2,N/A
3,0.6581440655,164540,GRUPO_2,SI,3,8.34,N/A
3,0.6709932678,164242,GRUPO_2,SI,3,8.34,N/A
4,0.6037409307,164485,GRUPO_2,SI,4,13.97,N/A
4,0.5313491671,164834,GRUPO_2,SI,4,13.97,N/A
5,0.4501274291,164406,GRUPO_2,SI,5,14.2,N/A
1,0.8252759662,164648,GRUPO_2,SI,1,3.44,N/A
2,0.6394001539,164832,GRUPO_5,NO,2,6.32,N/A
2,0.6305230998,164202,GRUPO_1,NO,2,6.32,N/A
0,0.7919391176,164212,GRUPO_1,NO,0,1.2,N/A
2,0.6460478674,164213,GRUPO_1,NO,2,6.32,N/A
0,0.7679609522,164373,GRUPO_1,NO,0,1.2,N/A
0,0.7565089127,164376,GRUPO_1,NO,0,1.2,N/A
3,0.5761035756,164524,GRUPO_1,NO,3,8.34,N/A
4,0.5507815635,164619,GRUPO_2,SI,4,13.97,N/A
4,0.6065762561,164632,GRUPO_2,SI,4,13.97,N/A
4,0.5042729204,164635,GRUPO_2,SI,4,13.97,N/A
3,0.503470056,164701,GRUPO_1,NO,3,8.34,N/A
0,0.761722321,164759,GRUPO_1,NO,0,1.2,N/A
2,0.7100986693,164800,GRUPO_2,SI,2,6.32,N/A
2,0.6760631233,164971,GRUPO_1,NO,2,6.32,N/A
0,0.8301117707,164375,GRUPO_1,NO,0,1.2,N/A
2,0.6684205129,164795,GRUPO_1,NO,2,6.32,N/A
4,0.5970753992,165091,GRUPO_2,SI,4,13.97,N/A
4,0.5782263587,165093,GRUPO_2,SI,4,13.97,N/A
5,0.4501274291,162353,GRUPO_2,SI,5,14.2,N/A
6,0.4014298829,162399,GRUPO_2,SI,6,23.86,N/A
3,0.5954921192,163132,GRUPO_1,NO,3,8.34,N/A
4,0.5822426334,163765,GRUPO_2,SI,4,13.97,N/A
6,0.41183098,163778,GRUPO_2,SI,6,23.86,N/A
6,0.3931241809,163871,GRUPO_2,SI,6,23.86,N/A
3,0.6963012091,163874,GRUPO_2,SI,3,8.34,N/A
6,0.41183098,163891,GRUPO_2,SI,6,23.86,N/A
3,0.5142013523,164914,GRUPO_5,NO,3,8.34,N/A
1,0.7284959514,164919,GRUPO_5,NO,1,3.44,N/A
0,0.7685678845,164921,GRUPO_5,NO,0,1.2,N/A
0,0.7946112246,165052,GRUPO_5,NO,0,1.2,N/A
5,0.47390734,164899,GRUPO_2,SI,5,14.2,N/A
4,0.6065762561,164900,GRUPO_2,SI,4,13.97,N/A
5,0.4768666981,164902,GRUPO_2,SI,5,14.2,N/A
6,0.3849000291,164911,GRUPO_2,SI,6,23.86,N/A
4,0.6037409307,165123,GRUPO_2,SI,4,13.97,N/A
5,0.47390734,164784,GRUPO_2,SI,5,14.2,N/A
3,0.5983191293,157654,GRUPO_5,NO,3,8.34,N/A
6,0.416711555,164572,GRUPO_4,SI,6,23.86,N/A
4,0.6017788337,164614,GRUPO_4,SI,4,13.97,N/A
3,0.5458698282,164650,GRUPO_5,NO,3,8.34,N/A
3,0.6270685986,164757,GRUPO_2,SI,3,8.34,N/A
3,0.5235658085,164927,GRUPO_5,NO,3,8.34,N/A
4,0.596949022,165339,GRUPO_2,SI,4,13.97,N/A
6,0.3491034018,164571,GRUPO_4,SI,6,23.86,N/A
5,0.4971959786,164755,GRUPO_2,SI,5,14.2,N/A
4,0.6043090192,164567,GRUPO_4,SI,4,13.97,N/A
6,0.3544956012,164749,GRUPO_2,SI,6,23.86,N/A
2,0.71718709,164751,GRUPO_2,SI,2,6.32,N/A
4,0.6087031279,164752,GRUPO_2,SI,4,13.97,N/A
4,0.6087031279,164754,GRUPO_2,SI,4,13.97,N/A
4,0.619402669,165141,GRUPO_2,SI,4,13.97,N/A
1,0.7159674292,165157,GRUPO_1,NO,1,3.44,N/A
1,0.718336639,165169,GRUPO_1,NO,1,3.44,N/A
